review panel,medicalspeciality,productcode,devicename,deviceclass,unclassifiedreason,gmpexemptflag,thirdpartyflag,regulationnumber ,submissiontypeID,definition,physicalstate ,technicalmethod ,targetarea,implant flag,life sustain support flag,summarymalfunctionreporting
EN,EN,KBZ,"Snare, Tonsil",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCA,Tonsillectome,1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCB,"Tube, Tonsil Suction",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCC,"Bistoury, Tracheal",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCD,"Bougie, Esophageal, Ent",1,,N,N,874.4420166,4,,,,,N,N,Eligible
SU,SU,KCE,"Cannulae, Bronchial",1,,N,N,878.4799805,4,,,,,N,N,Eligible
EN,EN,KCF,"Dilator, Esophageal, Ent",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCG,"Dilator, Tracheal",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCH,"Hook, Tracheal",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCI,"Trocar, Tracheal",1,,N,N,874.4420166,4,,,,,N,N,Eligible
EN,EN,KCJ,"Applicator, Ent",1,,Y,N,874.5219727,4,,,,,N,N,Eligible
EN,EN,KCL,"Blower, Powder, Ent",1,,Y,N,874.5219727,4,,,,,N,N,Eligible
EN,EN,KCM,"Dropper, Ent",1,,Y,N,874.5219727,4,,,,,N,N,Eligible
EN,EN,KCN,Ear Wick,1,,Y,N,874.5219727,4,,,,,N,N,Eligible
EN,EN,KCO,"Inhaler, Nasal",1,,Y,N,874.5219727,4,,,,,N,N,Eligible
EN,EN,KCP,"Syringe, Ent",1,,Y,N,874.5219727,4,,,,,N,N,Eligible
DE,DE,KCQ,Tube Impression And Matrix,1,,Y,N,872.6569824,4,,,,,N,N,Eligible
DE,DE,KCR,Facebow,1,,Y,N,872.3220215,4,,,,,N,N,Eligible
DE,DE,KCS,Pantograph,1,,Y,N,872.3729858,4,,,,,N,N,Eligible
HO,HO,KCT,"Sterilization Wrap Containers, Trays, Cassettes & Other Accessories",2,,N,P,880.6849976,1,,,,,N,N,Eligible
SU,SU,KCW,"Epilator, High Frequency, Needle-Type",1,,N,N,878.5349731,4,,,,,N,N,Eligible
SU,SU,KCX,"Epilator, High Frequency, Tweezer-Type",1,,N,N,878.5360107,4,,,,,N,N,Eligible
SU,SU,KCY,"Tourniquet, Pneumatic",1,,N,N,878.5910034,4,,,,,N,N,Eligible
SU,SU,KCZ,"Prosthesis, Breast, External, Used With Adhesive",1,,N,N,878.3800049,4,,,,,N,N,Eligible
SU,SU,KDA,"Prosthesis, Ptfe/Carbon-Fiber",2,,N,N,878.3499756,1,,,,,Y,N,Eligible
SU,SU,KDC,"Instrument, Surgical, Disposable",1,,N,N,878.4799805,4,,,,,N,N,Eligible
SU,SU,KDD,"Kit, Surgical Instrument, Disposable",1,,N,N,878.4799805,4,,,,,N,N,Eligible
SU,SU,KDG,Chisel (Osteotome),1,,N,N,878.4819946,4,,,,,N,N,Eligible
GU,GU,KDH,"Catheter (Gastric, Colonic, Etc.), Irrigation And Aspiration",2,,N,P,876.5980225,1,,,,,N,N,Eligible
GU,GU,KDI,"Dialyzer, High Permeability With Or Without Sealed Dialysate System",2,,N,N,876.5859985,1,,,,,N,Y,Ineligible
GU,GU,KDJ,"Set, Administration, For Peritoneal Dialysis, Disposable",2,,N,N,876.5629883,1,,,,,N,Y,Ineligible
GU,GU,KDK,"Container, Transport, Kidney",2,,N,P,876.5880127,1,,,,,N,N,Ineligible
GU,GU,KDL,"Set, Perfusion, Kidney, Disposable",2,,N,N,876.5880127,1,,,,,N,N,Ineligible
GU,GU,KDM,"Sigmoidoscope, Rigid, Non-Electrical",2,,N,Y,876.1500244,1,,,,,N,N,Eligible
GU,GU,KDN,"System, Perfusion, Kidney",2,,N,P,876.5880127,1,,,,,N,N,Ineligible
GU,GU,KDO,"Rongeur, Cystoscopic, Hot",2,,N,Y,876.1500244,1,,,,,N,N,Eligible
HO,HO,KDP,"Regulator, Vacuum",2,,N,N,880.6740112,4,,,,,N,N,Eligible
HO,HO,KDQ,"Bottle, Collection, Vacuum",2,,N,N,880.6740112,4,,,,,N,N,Eligible
TX,CH,KEA,"Resins, Ion-Exchange",1,,N,N,862.2230225,4,,,,,N,N,Eligible
IM,PA,KEF,Paraformaldehyde,1,,Y,N,864.401001,4,,,,,N,N,Eligible
IM,,KEX,"Sorter, Cell",85,1,N,N,,1,,,,,N,N,Eligible
PA,HE,KFC,"Methylene Blue, Tissue Stain",1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KFD,Aniline Blue,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KFE,Neutral Red,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
HE,HE,KFF,"Assay, Heparin",2,,N,N,864.7525024,1,,,,,N,N,Ineligible
MI,MI,KFG,"Antiserum, Positive Control, Aspergillus Spp.",1,,N,N,866.3040161,4,,,,,N,N,Eligible
MI,MI,KFH,"Antiserum, Positive Control, Blastomyces Dermatitidis",2,,N,N,866.3060303,4,,,,,N,N,Eligible
MI,MI,KFI,"Strip, Virulence, Corynebacterium Diphtheriae",1,,N,N,866.3140259,4,,,,,N,N,Eligible
CV,CV,KFJ,"Materials, Repair Or Replacement, Pacemaker",3,,N,N,870.3709717,2,,,,,Y,N,Eligible
SU,SU,KFK,"Saw, Pneumatically Powered",1,,N,N,878.4819946,4,,,,,N,N,Eligible
CV,CV,KFM,"Pump, Blood, Cardiopulmonary Bypass, Non-Roller Type",2,,N,N,870.4359741,1,,,,,N,N,Eligible
AN,AN,KFZ,"Humidifier, Non-Direct Patient Interface (Home-Use)",1,,N,N,868.5460205,4,,,,,N,N,Eligible
AN,AN,KGB,"Mask, Oxygen, Non-Rebreathing",1,,N,N,868.5570068,4,,,,,N,N,Eligible
GU,GU,KGC,"Tube, Gastro-Enterostomy",2,,N,P,876.5980225,1,,,,,N,N,Eligible
GU,GU,KGD,Scissors For Cystoscope,2,,N,Y,876.1500244,1,,,,,N,N,Eligible
GU,GU,KGE,"Forceps, Biopsy, Electric",2,,N,Y,876.4299927,1,,,,,N,N,Eligible
NE,,KGF,"Adhesive, Tissue For Aneurysmorrhaphy",3,,N,N,,2,,,,,Y,N,Eligible
NE,,KGG,Tissue Adhesive For Use In Embolization Of Brain Arteriovenous Malformations,3,,N,N,,2,,,,,N,N,Eligible
AN,AN,KGK,"Gas, Collecting Vessel",1,,N,N,868.1574707,4,,,,,N,N,Eligible
SU,SU,KGL,"Cabinet, Phototherapy (Puva)",2,,N,N,878.4630127,1,,,,,N,N,Eligible
SU,,KGM,"Silicone, Liquid, Injectable",3,,N,N,,2,,,,,N,N,Eligible
SU,,KGN,"Dressing, Wound, Collagen",85,1,N,N,,1,,,,,Y,N,Eligible
HO,SU,KGO,Surgeon'S Gloves,1,,N,Y,878.4459839,1,"A surgeon's glove is a disposable device made of natural rubber latex that may or may not bear powder to facilitate donning, and it is intended to be worn on the hands, usually in surgical settings, to provide a barrier against potentially infectious materials and other contaminants.",,,,N,N,Eligible
HO,SU,KGQ,"Cream, Gloving, Surgeon'S",1,,N,N,878.4470215,4,,,,,N,N,Eligible
SU,SU,KGS,"Retention Device, Suture",1,,N,N,878.492981,4,,,,,N,N,Eligible
HO,SU,KGT,"Drape, Adhesive, Aerosol",1,,N,N,878.4379883,4,,,,,N,N,Eligible
SU,SU,KGW,"Ring (Wound Protector), Drape Retention, Internal",2,,N,P,878.4370117,4,,,,,N,N,Eligible
SU,SU,KGY,"Bag, Intestine",1,,N,N,878.4099731,4,,,,,N,N,Eligible
SU,SU,KGZ,"Accessories, Catheter",1,,N,N,878.4199829,4,,,,,N,N,Eligible
AN,AN,KHA,"Mask, Scavenging",1,,N,N,868.559021,4,,,,,N,N,Eligible
HE,HE,KHE,"Reagent, Occult Blood",2,,N,Y,864.6550293,1,,,,,N,N,Eligible
HE,HE,KHF,Adenine Nucleotide Quantitation,1,,N,Y,864.7039795,4,,,,,N,N,Eligible
HE,HE,KHG,Whole Blood Hemoglobin Determination,2,,N,P,864.75,1,,,,,N,N,Eligible
EN,EN,KHH,"Stimulator, Caloric-Air",1,,N,N,874.1799927,4,,,,,N,N,Eligible
EN,EN,KHJ,"Polymer, Ent Synthetic-Polyamide (Mesh Or Foil Material)",2,,N,N,874.3619995,1,,,,,Y,N,Eligible
EN,EN,KHL,"Hearing Aid, Master",2,,N,P,874.3330078,4,,,,,N,N,Eligible
CH,CH,KHM,"Nephelometric, Amylase",2,,N,P,862.1069946,1,,,,,N,N,Eligible
CH,CH,KHO,"Fluorometer, For Clinical Use",1,,N,N,862.2559814,4,,,,,N,N,Eligible
CH,CH,KHP,"Acid, Lactic, Enzymatic Method",1,,N,N,862.1450195,4,,,,,N,N,Eligible
CH,CH,KHQ,"Radioassay, Triiodothyronine Uptake",2,,N,N,862.1715088,4,,,,,N,N,Eligible
DE,DE,KHR,"Absorber, Saliva, Paper",1,,Y,N,872.6049805,4,,,,,N,N,Eligible
CH,CH,KHS,"Enzymatic, Carbon-Dioxide",2,,N,Y,862.1160278,1,,,,,N,N,Eligible
IM,IM,KHT,"Fraction V, Antigen, Antiserum, Control",1,,N,N,866.5369873,4,,,,,N,N,Eligible
MI,MI,KHW,"Antigen, Id, Ha, Cep, Entamoeba Histolytica & Rel. Spp.",2,,N,N,866.3220215,4,,,,,N,N,Eligible
HO,HO,KIA,"Cover, Cast",1,,Y,N,880.6185303,4,,,,,N,N,Eligible
TX,CH,KIE,"Apparatus, High Pressure Liquid Chromatography",1,,N,N,862.2260132,4,,,,,N,N,Eligible
DE,DE,KIF,"Resin, Root Canal Filling",2,,N,P,872.382019,1,,,,,N,N,Eligible
OR,OR,KIG,"Prosthesis, Wrist, Constrained, Polymer",2,,N,N,888.3779907,1,,,,,Y,N,Eligible
OR,OR,KIH,"Dispenser, Cement",1,,N,N,888.4199829,4,,,,,N,N,Eligible
OR,OR,KII,"Tube, Cement Ventilation",1,,N,N,888.4229736,4,,,,,N,N,Eligible
OR,SU,KIJ,"Instrument, Surgical, Orthopedic, Dc-Powered Motor And Accessory/Attachment",1,,N,N,878.4819946,4,,,,,N,N,Eligible
SU,SU,KIK,"Hook, Bone",1,,N,N,878.4799805,4,,,,,N,N,Eligible
OR,OR,KIL,"Positioner, Socket",1,,N,N,888.4539795,4,,,,,N,N,Eligible
PA,HE,KIP,"Formulations, Balanced Salt Solutions",1,,N,N,864.2874756,4,,,,,N,N,Eligible
PA,HE,KIQ,"Kit, Culture, Chromosome",1,,N,N,864.2260132,4,,,,,N,N,Eligible
PA,HE,KIR,"Cells, Animal And Human, Cultured",1,,N,N,864.2280273,4,,,,,N,N,Eligible
PA,HE,KIS,"Sera, Animal And Human",1,,N,N,864.2800293,4,,,,,N,N,Eligible
PA,HE,KIT,"Media And Components, Synthetic Cell And Tissue Culture",1,,N,N,864.2219849,4,,,,,N,N,Eligible
PA,HE,KIW,"Kit, Mycoplasma Detection",1,,N,N,864.2360229,4,,,,,N,N,Eligible
PA,HE,KIX,"Media, Mycoplasma Detection",1,,N,N,864.2360229,4,,,,,N,N,Eligible
PA,HE,KIY,"Chamber, Slide Culture",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KIZ,"Dish, Tissue Culture",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJA,"Flask, Tissue Culture",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJB,"Apparatus, Roller",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJC,"Bottle, Roller, Tissue Culture",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJD,"Spinner, Flask",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJE,"Spinner System, Cell Culture",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJF,"System, Suspension, Cell Culture",1,,Y,N,864.223999,4,,,,,N,N,Eligible
PA,HE,KJH,"Apparatus, Perfusion",1,,Y,N,864.223999,4,,,,,N,N,Eligible
TX,TX,KJI,"Radioimmunoassay, Kanamycin",2,,N,P,862.3519897,1,,,,,N,N,Eligible
DE,,KJJ,"Cleanser, Root Canal",85,1,N,N,,1,,,,,N,N,Eligible
PA,HE,KJK,Auramine O,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJL,Azure C,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJM,Bismarck Brown Y,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJN,Brilliant Cresyl Blue,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJO,Brilliant Green,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJP,Carmine,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJQ,Chlorazol Black E,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJR,Erythrosin B,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJS,Ethyl Eosin,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJT,Indigocarmine,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJW,Janus Green B,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJX,Jenner Stain,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJY,Malachite Green,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KJZ,Martius Yellow,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKA,Methyl Orange,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKB,Methyl Violet 2b,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKC,Methylene Violet,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKD,Nigrosin,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKE,Orange Ii,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKF,Orcein,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKG,Protargol S,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKH,"Tablet, Resazurin",1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKI,Rose Bengal,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKJ,Sudan Iii,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKK,Sudan Iv,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKL,Thionin,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKM,Methylene Blue Thiocyanate,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
DE,DE,KKO,"Ring, Teething, Fluid-Filled",2,,N,P,872.5549927,4,,,,,N,N,Eligible
PA,HE,KKP,"Solution, Silver Carbonate",1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKQ,Sodium Periodate,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKR,Potassium Periodate,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKS,"Acid, Periodic",1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKT,"Hematoxylin, Ehrlich'S",1,,Y,N,864.1849976,4,,,,,N,N,Eligible
PA,HE,KKW,Basic Fuchsin,1,,Y,N,864.1849976,4,,,,,N,N,Eligible
HO,SU,KKX,"Drape, Surgical",2,,N,P,878.4370117,1,,,,,N,N,Eligible
HO,SU,KKY,"Material, Polytetrafluoroethylene Vitreous Carbon, For Maxillofacial Reconstruction",2,,N,N,878.3499756,1,,,,,Y,N,Eligible
GU,GU,KLA,"Monitor, Esophageal Motility, And Tube",2,,N,P,876.1724854,1,,,,,N,N,Eligible
TX,TX,KLB,"Radioimmunoassay, Tobramycin",2,,N,P,862.3900146,1,,,,,N,N,Eligible
DE,DE,KLC,"Chair, Dental, With Operative Unit",1,,N,Y,872.625,1,,,,,N,N,Eligible
DE,DE,KLE,"Agent, Tooth Bonding, Resin",2,,N,Y,872.3200073,1,,,,,N,N,Eligible
MI,MI,KLH,"Antisera, C. Acnes",1,,N,N,866.3140259,4,,,,,N,N,Eligible
CH,CH,KLI,"Enzyme Immunoassay, Non-Radiolabeled, Total Thyroxine",2,,N,P,862.1699829,4,,,,,N,N,Eligible
CH,CH,KLJ,"Nad Reduction (U.V.), Phosphohexose Isomerase",1,,N,N,862.1569824,4,,,,,N,N,Eligible
AN,AN,KLK,"Monitor, Oxygen, Cutaneous, For Infant Not Under Gas Anesthesia",2,,N,P,868.25,4,,,,,N,N,Eligible
TX,TX,KLN,"Radioimmunoassay, Cocaine Metabolite",2,,N,Y,862.3250122,1,,,,,N,N,Eligible
TX,TX,KLO,"Enzymatic Radiochemical Assay, Gentamicin",2,,N,P,862.3449707,1,,,,,N,N,Eligible
TX,TX,KLP,Amikacin Serum Assay,2,,N,P,862.3035278,1,,,,,N,N,Eligible
TX,TX,KLQ,"Radioimmunoassay, Amikacin",2,,N,P,862.3035278,1,,,,,N,N,Eligible
TX,TX,KLR,"Enzyme Immunoassay, Lidocaine",2,,N,P,862.3555298,1,,,,,N,N,Eligible
TX,TX,KLS,"Enzyme Immunoassay, Theophylline",2,,N,P,862.3880005,1,,,,,N,N,Eligible
TX,TX,KLT,"Enzyme Immunoassay, Carbamazepine",2,,N,P,862.364502,1,,,,,N,N,Eligible
EN,EN,KLW,"Masker, Tinnitus",2,,N,Y,874.3400269,1,,,,,N,N,Eligible
EN,EN,KLX,Electroglottograph,2,,N,P,874.1325073,4,,,,,N,N,Eligible
EN,EN,KLZ,"Tube, Shunt, Endolymphatic With Valve",2,,N,N,874.3850098,1,,,,,Y,N,Eligible
EN,EN,KMA,"Irrigator, Powered Nasal",1,,N,N,874.5549927,4,,,,,N,N,Eligible
OR,OR,KMB,"Prosthesis, Knee, Non-Constrained (Metal-Carbon Reinforced Polyethylene) Cemented",2,,N,N,888.348999,1,,,,,Y,N,Eligible
OR,OR,KMC,"Prosthesis, Hip, Semi-Constrained,  Composite/Metal",2,,N,N,888.3339844,1,,,,,Y,N,Eligible
OR,OR,KMD,"Prosthesis, Ankle, Semi-Constrained, Cemented, Metal/Composite",2,,N,N,888.3099976,1,,,,,Y,N,Eligible
HO,HO,KME,"Bedding, Disposable, Medical",1,,Y,N,880.6060181,4,,,,,N,N,Eligible
HO,HO,KMG,"Purifier, Water, Ultraviolet, Medical",2,,N,P,880.6710205,4,,,,,N,N,Eligible
HO,HO,KMH,"Sterilizer, Dry Heat",2,,N,P,880.6870117,1,,,,,N,N,Eligible
HO,HO,KMI,"Monitor, Bed Patient",1,,N,N,880.2399902,4,,,,,N,N,Eligible
HO,HO,KMJ,"Lubricant, Patient",1,,N,Y,880.6375122,4,,,,,N,N,Eligible
HO,HO,KMK,"Device, Intravascular Catheter Securement",1,,N,N,880.5209961,4,,,,,N,N,Eligible
HO,HO,KMN,"Chair And Table, Medical",1,,Y,N,880.6140137,4,,,,,N,N,Eligible
HO,HO,KMO,"Binder, Elastic",1,,Y,N,880.5159912,4,,,,,N,N,Eligible
CH,CH,KMS,"Phenolphthalein Colorimetry, Carbon-Dioxide",2,,N,Y,862.1160278,1,,,,,N,N,Eligible
DE,DE,KMT,"Tray, Fluoride, Disposable",1,,Y,N,872.6870117,4,,,,,N,N,Eligible
DE,DE,KMW,"Handpiece, Rotary Bone Cutting",2,,N,P,872.4119873,1,,,,,N,N,Eligible
DE,DE,KMY,"Positioner, Tooth, Preformed",1,,N,N,872.5524902,4,,,,,N,N,Eligible
OB,OB,KNA,"Instrument, Manual, Specialized Obstetric-Gynecologic",2,,N,N,884.4530029,4,,,,,N,N,Eligible
OB,OB,KNB,"Instrument, Destructive, Fetal, Obstetric",2,,N,P,884.4500122,1,,,,,N,N,Eligible
OB,OB,KNC,"Table, Obstetric (And Accessories)",2,,N,P,884.4899902,4,,,,,N,N,Eligible
OB,OB,KND,"Heater, Perineal",2,,N,P,884.5390015,4,,,,,N,N,Eligible
OB,OB,KNE,"Set, Anesthesia, Obstetric",2,,N,P,884.5100098,1,,,,,N,N,Eligible
OB,OB,KNF,"Coagulator-Cutter, Endoscopic, Unipolar (And Accessories)",2,,N,P,884.4160156,1,,,,,N,N,Eligible
OB,OB,KNG,"Monitor, Ultrasonic, Fetal",2,,N,Y,884.2659912,1,,,,,N,N,Eligible
OB,OB,KNH,Laparoscopic Contraceptive Tubal Occlusion Device,3,,N,N,884.5380249,2,Call for PMAs to be filed by 12/30/87 (52 FR 36883 (10/1/87)),,,,Y,N,Eligible
CH,CH,KNK,"Acid, Uric, Uricase (Colorimetric)",1,,N,Y,862.1774902,4,,,,,N,N,Eligible
GU,GU,KNQ,"Dilator, Esophageal",2,,N,P,876.536499,4,,,,,N,N,Eligible
GU,GU,KNR,"Adapter, A-V Shunt Or Fistula",2,,N,N,876.5540161,1,,,,,Y,N,Eligible
GU,GU,KNS,"Unit, Electrosurgical, Endoscopic (With Or Without Accessories)",2,,N,Y,876.4299927,1,,,,,N,N,Eligible
GU,GU,KNT,"Tubes, Gastrointestinal (And Accessories)",2,,N,P,876.5980225,1,,,,,N,N,Eligible
GU,GU,KNW,"Instrument, Biopsy",2,,N,Y,876.1074829,1,,,,,N,N,Eligible
GU,GU,KNX,"Collector, Urine, (And Accessories) For Indwelling Catheter",2,,N,N,876.5250244,4,,,,,N,N,Eligible
GU,GU,KNY,"Accessories, Catheter, G-U",2,,N,Y,876.5130005,1,,,,,N,N,Eligible
GU,GU,KNZ,"Accessories, A-V Shunt",2,,N,N,876.5540161,1,,,,,Y,N,Eligible
GU,GU,KOA,"Surgical Instruments, G-U, Manual (And Accessories)",1,,N,N,876.4730225,4,,,,,N,N,Eligible
GU,GU,KOB,"Catheter, Suprapubic (And Accessories)",2,,N,N,876.5089722,1,,,,,Y,N,Eligible
GU,GU,KOC,"Accessories, Blood Circuit, Hemodialysis",2,,N,N,876.5819702,1,,,,,N,Y,Eligible
GU,GU,KOD,"Catheter, Urological",2,,N,Y,876.5130005,1,,,,,N,N,Eligible
GU,GU,KOE,"Dilator, Urethral",2,,N,P,876.552002,4,,,,,N,N,Eligible
OB,OB,KOH,"Instrument, Manual, General Obstetric-Gynecologic",1,,N,N,884.4520264,4,,,,,N,N,Eligible
AN,AN,KOI,"Stimulator, Nerve, Peripheral, Electric",2,,N,P,868.2775269,1,,,,,N,N,Eligible
DE,DE,KOJ,Airbrush,2,,N,P,872.6079712,1,,,,,N,N,Eligible
DE,DE,KOK,"Sterilizer, Endodontic Dry Heat",3,,N,N,872.6729736,2,Call for PMAs on 4/21/97 per 62 FR 2902 on 1/21/97,,,,N,N,Eligible
DE,DE,KOL,"Adhesive, Denture, Carboxymethylcellulose Sodium (32%) And Ethylene-Oxide Homopolymer",1,,N,N,872.3410034,4,,,,,N,N,Eligible
DE,DE,KOM,"Adhesive, Denture, Acacia And Karaya With Sodium Borate",1,,N,N,872.3400269,4,,,,,N,N,Eligible
DE,DE,KON,"Adhesive, Denture, Polyacrylamide Polymer (Modified Cationic)",3,,N,N,872.3480225,2,Call for PMAs 12/26/96 per 61 FR 50707 on 9/26/96,,,,N,N,Eligible
DE,DE,KOO,"Adhesive, Denture, Polyvinyl Methylether Maleic Acid Calcium-Sodium Double Salt",1,,N,N,872.348999,4,,,,,N,N,Eligible
DE,DE,KOP,"Adhesive, Denture, Karaya",1,,N,N,872.3449707,4,,,,,N,N,Eligible
DE,DE,KOQ,"Adhesive, Denture, Carboxymethylcellulose Sodium (40-100&)",1,,N,N,872.3410034,4,,,,,N,N,Eligible
DE,DE,KOR,"Adhesive, Denture, Karaya With Sodium Borate",3,,N,N,872.3400269,2,,,,,N,N,Eligible
DE,DE,KOS,"Adhesive, Denture, Carboxymethylcellulose Sodium And Cationic Polyacrylamide Polymer",3,,N,N,872.34198,2,,,,,N,N,Eligible
DE,DE,KOT,Carboxymethylcellulose Sodium Or Polyvinyl Methylether Maleic Acid Calcium-Sodium,1,,N,N,872.348999,4,,,,,N,N,Eligible
SU,SU,KOX,"Solvent, Adhesive Tape",1,,N,N,878.4730225,4,,,,,N,N,Eligible
SU,SU,KOY,"Degreaser, Skin, Surgical",1,,N,N,878.4730225,4,,,,,N,N,Eligible
SU,SU,KOZ,"Beads, Hydrophilic, For Wound Exudate Absorption",1,,N,N,878.4017944,4,,,,,N,N,Eligible
PA,HE,KPB,"Media And Components, Mycoplasma Detection",1,,N,N,864.2360229,4,,,,,N,N,Eligible
HO,HO,KPD,"Strip, Temperature, Forehead, Liquid Crystal",2,,N,N,880.2199707,4,,,,,N,N,Eligible
HO,HO,KPE,"Container, I.V.",2,,N,P,880.5025024,1,,,,,N,N,Eligible
GU,GU,KPF,"System, Dialysate Delivery, Semi-Automatic, Peritoneal",2,,N,N,876.5629883,1,,,,,N,Y,Eligible
GU,GU,KPH,"Catheter, Rectal For Continent Ileostomy",1,,N,N,876.5029907,4,,,,,N,N,Eligible
GU,GU,KPI,"Stimulator, Electrical, Non-Implantable, For Incontinence",2,,N,Y,876.5319824,1,,,,,N,N,Eligible
SU,SU,KPJ,"Chamber, Oxygen, Topical, Extremity",2,,N,N,878.5650024,1,,,,,N,N,Eligible
CV,SU,KPK,"Marker, Ostia, Aorto-Saphenous Vein",2,,N,N,878.4650269,1,,,,,Y,N,Eligible
GU,GU,KPL,Colonic Irrigation System,2,,N,N,876.5219727,1,,,,,N,N,Eligible
GU,GU,KPM,"Shunt, Peritoneal",2,,N,N,876.59552,1,,,,,Y,N,Eligible
GU,GU,KPN,"Alarm, Conditioned Response Enuresis",2,,N,N,876.2039795,4,,,,,N,N,Eligible
GU,GU,KPO,Dialysate Concentrate For Hemodialysis (Liquid Or Powder),2,,N,N,876.5819702,1,,,,,N,Y,Ineligible
GU,GU,KPP,Peritoneal Dialysate Filter,2,,N,N,876.5629883,1,,,,,N,Y,Eligible
PA,HE,KQC,"Stains, Hematology",1,,Y,N,864.1849976,4,,,,,N,N,Eligible
HE,HE,KQE,"Assay, Erythrocytic Glucose-6-Phosphate Dehydrogenase",2,,N,P,864.7360229,1,,,,,N,N,Eligible
HE,HE,KQF,"Assay, Glutathione Reductase",2,,N,P,864.7374878,4,,,,,N,N,Eligible
HE,HE,KQG,"Instrument, Coagulation",2,,N,N,864.539978,1,,,,,N,N,Eligible
HE,HE,KQH,Red-Cell Indices,2,,N,P,864.5300293,1,,,,,N,N,Eligible
HE,HE,KQI,"Assay, Fetal Hemoglobin",2,,N,P,864.7454834,1,,,,,N,N,Eligible
HE,HE,KQJ,"System, Fibrinogen Determination",2,,N,P,864.7340088,1,,,,,N,N,Eligible
EN,EN,KQL,"Tube, Tympanostomy With Semi-Permeable Membrane",2,,N,N,874.3930054,1,,,,,Y,N,Eligible
SU,SU,KQM,"Camera, Surgical And Accessories",1,,N,N,878.4160156,4,,,,,N,N,Eligible
CH,CH,KQN,"Radioassay, Angiotensin Converting Enzyme",2,,N,P,862.1090088,4,,,,,N,N,Eligible
CH,CH,KQO,Automated Urinalysis System,1,,N,N,862.289978,4,,,,,N,N,Eligible
CH,CH,KQP,"Fluorescent Proc. (Qual.), Galactose-1-Phosphate Uridyl Transferase",2,,N,P,862.1314697,1,,,,,N,N,Eligible
GU,GU,KQQ,"Tubing, Dialysate (And Connector)",2,,N,N,876.5819702,1,,,,,N,Y,Eligible
GU,GU,KQR,"Detector, Air Or Foam",2,,N,N,876.5819702,1,,,,,N,Y,Eligible
